mallid,mall,name,usps,geoid,INTPTLAT,INTPTLONG,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,Homeowner_vacancy_rate_percent,Median_Age_Female,Median_Age_Male,Median_Age,Percent_65_years_and_over,Percent_American_Indian_and_Alaska_Native,Percent_Asian,Percent_Black_or_African_American,Percent_Family_households,Percent_Female,Percent_Male,Percent_Nonfamily_households,Percent_Occupied_housing_units,Percent_Some_Other_Race,Percent_White,Rental_vacancy_rate_percent
50,Washington Park Mall,Washington County,oklahoma,40147,36.70438,-95.906155,50976,23451,1076020808,22829387,415.454,8.814,2.2,43.2,39,41.1,17.8,10.3,1.1,2.4,67.1,51.6,48.4,32.9,89.7,1.7,78.3,9.3,"nutritional supplements:1,beauty products:1,footwear:1,hair care:1,restaurant:1,sporting goods:1,clothing:6,shoes:1"
51,Lincoln Mall,Providence County,rhode island,44007,41.870488,-71.578242,626667,264835,1060604571,67737918,409.502,26.154,2.1,38.6,35.3,37,13.5,0.7,3.7,8.5,61.9,51.7,48.3,38.1,91.3,9.6,73.4,8.9,"nutritional supplements:1,department store:1,coffee:1,footwear:2,restaurant:2"
52,Crestwood Court,St. Louis County,missouri,29189,38.640702,-90.445954,998954,438032,1315195242,39414600,507.8,15.218,2.3,41.6,37.9,39.9,15,0.2,3.5,23.3,65.1,52.7,47.3,34.9,92.4,0.9,70.3,10,"photography:1,clothing:2,eyewear:1"
53,Parkdale Mall,Orange County,texas,48361,30.120918,-93.893358,81837,35313,864197805,118779621,333.669,45.861,1.9,39.7,37.5,38.6,14,0.5,1,8.5,72.7,50.3,49.7,27.3,87.9,2.1,86.1,17.8,"cookies:1,shoes:1,headwear:1,women's clothing:5,children's apparel:1,home furnishings:1,hair care:1,clothing:16,maternity clothing:1,women's shoes:1,jewelry:4,eyewear:1,personalized gifts:1,girl's clothing:1, clothing:2,women's jewelry:2,telecommunication:2,photography:1,sports apparel:1,beauty products:1,children's clothing:1,stuffed animals:1,restaurant:7,perfume:1,nutritional supplements:2,footwear:1"
54,Borgata of Scottsdale,Maricopa County,arizona,4013,33.346541,-112.495534,3817117,1639279,23828260196,62795719,9200.143,24.246,4.1,35.7,33.5,34.6,12.1,2.1,3.5,5,66.1,50.5,49.5,33.9,86.1,12.8,73,13.7,women's clothing:1
55,Patriot Place,Norfolk County,massachusetts,25021,42.169702,-71.179875,670850,270359,1025908386,124944841,396.105,48.241,1.1,41.8,39.5,40.7,14.5,0.2,8.6,5.7,65.5,52.1,47.9,34.5,95.4,1.3,82.3,5.9,"nutritional supplements:1,home furnishings:1,beauty products:1,telecommunication:2,restaurant:2,clothing:4,chocolates:1,women's clothing:1,shoes:1"
56,Monroeville Mall,Allegheny County,pennsylvania,42003,40.46892,-79.98092,1223348,589201,1890884266,37418903,730.075,14.448,2.1,43.3,39.3,41.3,16.8,0.1,2.8,13.2,57.7,52.1,47.9,42.3,90.6,0.5,81.5,8.9,"men's gifts:1,shoes:1,headwear:1,women's clothing:6,children's apparel:1,skincare:1,sporting goods:1,clothing:14,maternity clothing:1,telecommunication:2,jewelry:4,eyewear:3,personalized gifts:1,girl's clothing:1, clothing:2,women's jewelry:1,men's clothing:2,women's shoes:2,photography:1,plus size clothing:1,sports apparel:1,beauty products:2,children's clothing:1,consumer electronics:2,restaurant:2, beauty products:1,nutritional supplements:2,footwear:1"
57,Pierre Bossier Mall,Caddo Parish,louisiana,22017,32.577195,-93.882423,254969,112028,2275405029,150956656,878.539,58.285,1.4,38,34.6,36.4,13.6,0.4,1.1,47.2,64.1,52.5,47.5,35.9,91.2,0.8,49,7.7,"cookies:1,shoes:1,headwear:1,women's clothing:2,children's apparel:1,skincare:1,hair care:1,clothing:8,maternity clothing:1,jewelry:2,eyewear:1,women's jewelry:1,girl's clothing:1,personalized gifts:1,sporting goods:1,diamonds:1,sports apparel:1,beauty products:1,restaurant:3,video games:1, beauty products:1,nutritional supplements:1,footwear:3"
58,Harrisburg Mall,Dauphin County,pennsylvania,42043,40.412565,-76.792634,268100,120406,1359864507,85809611,525.047,33.131,2.4,40.7,38,39.4,13.7,0.2,3.2,18,62.1,51.7,48.3,37.9,91.7,2.7,72.7,8.4,"telecommunication:2,headwear:1,women's clothing:2,children's apparel:1,sports apparel:1,beauty products:1,clothing:5,women's shoes:1,jewelry:3,restaurant:3,shoes:1,eyewear:1,nutritional supplements:1,footwear:3"
59,Arrowhead Towne Center,Maricopa County,arizona,4013,33.346541,-112.495534,3817117,1639279,23828260196,62795719,9200.143,24.246,4.1,35.7,33.5,34.6,12.1,2.1,3.5,5,66.1,50.5,49.5,33.9,86.1,12.8,73,13.7,"coffee:1,women's shoes:1,women's jewelry:1,children's footwear:1, beauty products:1,plus size clothing:2,women's clothing:4,children's apparel:1,sports apparel:1,beauty products:3,sporting goods:1,cellular accessories:1,children's clothing:1,clothing:16,maternity clothing:1,stuffed animals:1,consumer electronics:1,hair care:2,sports clothing:1,jewelry:6,restaurant:6,candles:1,chocolates:2,shoes:2,eyewear:2,mattress:1,nutritional supplements:2,telecommunication:3,skincare:1,personalized gifts:1,women's handbags:1, clothing:2,disney:1,footwear:3"
60,Lakeline Mall,Williamson County,texas,48491,30.64903,-97.605069,422679,162773,2896391221,41793130,1118.303,16.136,2,34.9,33.5,34.2,8.9,0.6,4.8,6.2,73.1,50.8,49.2,26.9,93.8,6.9,78.1,8.8,"men's gifts:1,shoes:1,children's footwear:1,women's clothing:5,children's apparel:3,home furnishings:1,skincare:1,hair care:2,clothing:15,guest services:1,jewelry:5, accessories:1,eyewear:2,mattress:1,personalized gifts:1,girl's clothing:1, clothing:2,women's jewelry:1,men's clothing:1,telecommunication:2,photography:1,plus size clothing:2,beauty products:1,cellular accessories:1,consumer electronics:1,sports clothing:1,restaurant:4,candles:1,perfume:1,nutritional supplements:1,footwear:1"
61,Nanuet Mall,Rockland County,new york,36087,41.154785,-74.024772,311687,104057,449492975,66800379,173.55,25.792,1.2,38.8,34.5,36.7,13.4,0.3,6.2,11.9,74.7,51,49,25.3,95.4,5.8,73.2,5.9,"photography:1,clothing:1,eyewear:1"
62,Hampshire Mall,Hampshire County,massachusetts,25015,42.339459,-72.663694,158080,62603,1365585170,46500379,527.255,17.954,1.4,37.2,35.9,36.6,12.7,0.2,4.5,2.5,58.7,53.2,46.8,41.3,93.8,1.5,88.7,4.6,"telecommunication:1,department store:1,women's clothing:1,beauty products:1,sporting goods:1,clothing:4,consumer electronics:1,hair care:1,restaurant:2,nutritional supplements:1,footwear:1"
63,Diamond Run Mall,Rutland County,vermont,50021,43.580844,-73.038196,61642,33768,2408224790,38744350,929.821,14.959,2.2,45.6,43,44.3,16.6,0.2,0.6,0.5,61.6,50.7,49.3,38.4,76.9,0.2,97.1,7.8,"nutritional supplements:2,beauty products:1,footwear:1,hair care:2,clothing:5, clothing:1,women's clothing:2,eyewear:1,jewelry:1"
64,The Galleria,Harris County,texas,48201,29.857273,-95.393037,4092459,1598698,4411986582,191671993,1703.478,74.005,2.3,33,31.4,32.2,8.1,0.7,6.2,18.9,68.7,50.2,49.8,31.3,89.8,14.3,56.6,13.7,"men's clothing:1,coffee:1,consumer electronics:2,men's gifts:1,women's shoes:2,headwear:1,denim:1,plus size clothing:1,women's clothing:7,children's apparel:2,sports apparel:1,beauty products:2,hair care:1,clothing:17,guest services:1,shoes:2,fasion wholesale:1,skincare:1,sports clothing:1,jewelry:4,restaurant:8, accessories:1,chocolates:1, beauty products:1,eyewear:2,nutritional supplements:1,telecommunication:1,women's jewelry:1,women's handbags:1,girl's clothing:1, clothing:2,clothing & shoes:1,personalized gifts:1"
65,Lakeland Plaza,Wheeler County,georgia,13309,32.109276,-82.738701,7421,2625,765301286,12390103,295.484,4.784,0.6,40.8,36.6,37.9,11.9,0.1,0.2,35.2,70.6,38.3,61.7,29.4,82,2.3,61.3,11.4,"nutritional supplements:1,clothing:1,eyewear:1,restaurant:2"
66,Town Center at Aurora,Denver County,colorado,8031,39.761849,-104.880625,600158,285797,396268588,4225359,153,1.631,3.6,33.9,33.5,33.7,10.4,1.4,3.4,10.2,47.5,50,50,52.5,92.1,11.9,68.9,7.2,"shoes:1,headwear:1,women's clothing:3,children's apparel:2,hair care:1,clothing:10,guest services:1,telecommunication:3,jewelry:4,eyewear:3,personalized gifts:1,women's jewelry:2,women's shoes:1,photography:1,sports apparel:1,beauty products:1,cellular accessories:1,consumer electronics:2,sports clothing:1,restaurant:7,video games:1,nutritional supplements:1,footwear:2"
67,Katy Mills,Fort Bend County,texas,48157,29.526602,-95.771015,585375,197030,2231225129,61796736,861.481,23.86,1.8,35.8,33.9,35,7.3,0.4,17,21.5,82.1,50.9,49.1,17.9,95.1,7.6,50.6,7.1,"consumer electronics:1,women's jewelry:1,sports clothing:1,shoes:1,restaurant:4,candles:1,video games:1,women's clothing:3,eyewear:1,home furnishings:1,skincare:1,jewelry:2,telecommunication:1,footwear:3,hair care:1,girl's clothing:1,perfume:1,clothing:9,women's handbags:1,nutritional supplements:2"
68,Metrocenter,Maricopa County,arizona,4013,33.346541,-112.495534,3817117,1639279,23828260196,62795719,9200.143,24.246,4.1,35.7,33.5,34.6,12.1,2.1,3.5,5,66.1,50.5,49.5,33.9,86.1,12.8,73,13.7,"shoes:1,headwear:1,women's clothing:3,children's apparel:2,skincare:1,hair care:1,clothing:12,maternity clothing:1,women's shoes:2,jewelry:6,eyewear:2,personalized gifts:1, clothing:1,women's jewelry:1,men's clothing:1,telecommunication:1,plus size clothing:2,sports apparel:1,beauty products:1,children's clothing:1,restaurant:5,candles:1,perfume:1,nutritional supplements:1,footwear:2"
69,Downtown Sunnyvale,St. Louis city,missouri,29510,38.635699,-90.244582,319294,176002,160343174,10683076,61.909,4.125,4.7,34.7,33.1,33.9,11,0.3,2.9,49.2,47.5,51.7,48.3,52.5,80.7,1.3,43.9,15.1,"department store:1,clothing:1"
70,Kings Plaza Shopping Center,Kings County,new york,36047,40.635133,-73.950777,2504700,1000293,183412016,67602622,70.816,26.102,3.2,35.7,32.4,34.1,11.5,0.5,10.5,34.3,62.5,52.8,47.2,37.5,91.7,8.8,42.8,4.2,"men's clothing:1,fasion wholesale:1,shoes:2,restaurant:5,chocolates:1,women's clothing:2,eyewear:1,children's apparel:1,perfume:1,nutritional supplements:1,jewelry:2,beauty products:2,headwear:1,footwear:2,diamonds:1,children's clothing:1,clothing:13,maternity clothing:1,women's shoes:2,telecommunication:1"
71,Downtown Park Forest,Will County,illinois,17197,41.448474,-87.978456,677560,237501,2167580722,31904495,836.908,12.318,1.9,36.3,34.5,35.4,9.3,0.3,4.6,11.2,77.3,50.3,49.7,22.7,94.8,5.8,76,7.4,furniture:1
72,Yuba Sutter Mall,Sutter County,california,6101,39.035257,-121.702758,94737,33858,1560235601,15747004,602.41,6.08,2.1,35.9,33.2,34.5,12.7,1.4,14.4,2,73.9,50.4,49.6,26.1,92.8,15.3,61,6.8,"telecommunication:2,headwear:1,photography:1,beauty products:1,clothing:9,shoes:1,consumer electronics:1,sports clothing:1,jewelry:1,eyewear:1,footwear:1,women's jewelry:1"
73,Fair City Mall,Fairfax County,virginia,51059,38.833742,-77.276117,1081726,407998,1012604465,39567297,390.969,15.277,1.1,38.3,36.3,37.3,9.8,0.4,17.5,9.2,70.5,50.6,49.4,29.5,96,6.1,62.7,5.1,"consumer electronics:1,footwear:1,home furnishings:1,telecommunication:1,restaurant:1"
74,The Shoppes at Grand Prairie,Peoria County,illinois,17143,40.785999,-89.767358,186494,83034,1603744994,29499157,619.209,11.39,2.3,38.2,35.4,36.8,13.9,0.3,3.1,17.7,62.3,51.6,48.4,37.7,91.3,1.6,74.4,10.4,"men's clothing:1,coffee:1,shoes:1,women's clothing:4,beauty products:1,sporting goods:1,clothing:6,ice cream:1,jewelry:1,restaurant:1,candles:1, accessories:1,footwear:1,girl's clothing:1"
75,Northland Shopping Center,Wayne County,michigan,26163,42.284664,-83.261953,1820584,821693,1585280173,156946749,612.08,60.597,2.9,38.6,35.8,37.3,12.7,0.4,2.5,40.5,64.1,52,48,35.9,85.5,1.8,52.3,14.4,"cookies:1,women's shoes:2,children's footwear:1,children's apparel:1,sports apparel:1,clothing:2,department store:1,restaurant:1,headwear:1,nutritional supplements:1,footwear:3"
76,The Mall at Short Hills,Union County,new jersey,34039,40.659871,-74.308696,536499,199489,266393116,6595128,102.855,2.546,1.8,39.4,36.4,38,12.6,0.4,4.6,22.1,71.6,51.6,48.4,28.4,94.3,8.5,61.3,6.2,"fasion wholesale:1,chocolates:1,men's gifts:1,shoes:1,restaurant:2, accessories:1,makeup:1,women's clothing:5,eyewear:1,children's apparel:1,mattress:1,nutritional supplements:1,beauty products:2,footwear:1,women's handbags:1,girl's clothing:1,furniture:2,clothing:6,women's shoes:1,telecommunication:1"
77,The Shops at North Bridge,Macomb County,michigan,26099,42.671467,-82.910869,840978,356626,1241183094,237312769,479.223,91.627,2.2,41.1,38.6,39.9,14.3,0.3,3,8.6,67,51.4,48.6,33,93,0.6,85.4,10.2,"skincare:1,beauty products:1,jewelry:1,restaurant:4,clothing:1,denim:1,women's clothing:1,eyewear:1"
78,Quail Springs Mall,Oklahoma County,oklahoma,40109,35.554611,-97.409401,718633,319828,1835832315,24744702,708.819,9.554,2.4,35.7,33,34.3,12,3.5,3,15.4,62.4,51.1,48.9,37.6,89.9,8.1,64.6,11.4,"sporting goods:1,children's footwear:1,women's clothing:4,children's apparel:2,skincare:1,hair care:1,clothing:13,maternity clothing:1,jewelry:4,eyewear:3,personalized gifts:1,girl's clothing:1, clothing:2,photography:1,plus size clothing:1,sports apparel:1,beauty products:1,children's clothing:1,restaurant:6,candles:1,nutritional supplements:1,footwear:2"
79,The Galleria at Ft. Lauderdale,Broward County,florida,12011,26.19352,-80.476658,1748066,810388,3133329108,292869341,1209.785,113.077,3.3,40.7,38.5,39.7,14.3,0.3,3.2,26.7,63.3,51.6,48.4,36.7,84.7,3.7,63.1,10.7,"men's gifts:1,shoes:2,denim:1,women's clothing:5,clothing:9,fasion wholesale:1,jewelry:4,chocolates:1,eyewear:2,women's handbags:1,diamonds:1, clothing:1,men's clothing:1,women's shoes:2,beauty products:1,furniture:2,consumer electronics:1,restaurant:2, beauty products:1,nutritional supplements:1,footwear:1,clothing & shoes:1"
80,The Commons at Federal Way,King County,washington,53033,47.493554,-121.832375,1931249,851261,5479291809,495471264,2115.566,191.303,2.6,37.9,36.3,37.1,10.9,0.8,14.6,6.2,58.5,50.2,49.8,41.5,92.7,3.9,68.7,7.4,"nutritional supplements:1,coffee:1,footwear:2,sports clothing:1,telecommunication:2,restaurant:5,plus size clothing:1,women's clothing:3,eyewear:1,sports apparel:1,jewelry:1,department store:1,beauty products:1,personalized gifts:1,hair care:1,clothing:6, clothing:1,women's shoes:1"
81,Weberstown Mall,San Joaquin County,california,6077,37.935034,-121.272237,685306,233755,3603505998,91108644,1391.322,35.177,2.8,34,31.5,32.7,10.4,1.1,14.4,7.6,74.9,50.2,49.8,25.1,92,19.1,51,8.1,"cookies:1,cellular accessories:1,jewelry:4,restaurant:2,chocolates:1,women's clothing:1,eyewear:2,shoes:1,nutritional supplements:1,beauty products:1,headwear:1,personalized gifts:1,girl's clothing:1,books and digital media:1,clothing:12,maternity clothing:1,women's shoes:1,women's jewelry:1"
82,Crystal Court,Beadle County,south dakota,46005,44.418265,-98.279422,17398,8304,3260042792,15808033,1258.71,6.104,1.7,42.8,39.7,41.2,17.3,1.1,3.6,0.8,62,49.7,50.3,38,87.6,3,89.7,12,"nutritional supplements:1,women's clothing:1"
83,Janesville Mall,Rock County,wisconsin,55105,42.669931,-89.075119,160331,68422,1859980029,20625910,718.142,7.964,2.6,39.1,36.9,38,13.6,0.3,1,5,67.4,50.8,49.2,32.6,91.9,3.7,87.6,9.9,"cellular accessories:1,jewelry:2,restaurant:2, beauty products:1,headwear:1,women's clothing:2,eyewear:1,nutritional supplements:1,beauty products:1,women's jewelry:1,sporting goods:1,girl's clothing:1,sports clothing:1,clothing:6, clothing:1,shoes:1"
84,The Commons at Calabasas,Los Angeles County,california,6037,34.196398,-118.261862,9818605,3445076,10509869649,1795012906,4057.884,693.058,1.7,35.9,33.6,34.8,10.9,0.7,13.7,8.7,67.7,50.7,49.3,32.3,94.1,21.8,50.3,5.8,"coffee:1,telecommunication:1,restaurant:1,women's clothing:2,children's apparel:1,books and digital media:1,furniture:1"
85,North DeKalb Mall,DeKalb County,georgia,13089,33.770661,-84.226343,691893,304968,693033963,9220158,267.582,3.56,3.8,35.6,32.9,34.3,9,0.4,5.1,54.3,59.4,52.1,47.9,40.6,89.1,4.5,33.3,12.8,"nutritional supplements:1,beauty products:1,clothing:3,footwear:2,restaurant:1"
86,Killeen Mall,Bell County,texas,48027,31.04211,-97.481921,310235,125470,2722118322,95364952,1051.016,36.821,2.5,30.7,28.6,29.6,8.7,0.8,2.8,21.5,70.5,50.5,49.5,29.5,90.9,7.7,61.4,10.4,"consumer electronics:1,women's jewelry:1,sports clothing:1,shoes:1,restaurant:3,photography:1,headwear:1,women's clothing:3,eyewear:1,children's apparel:2, clothing:1,nutritional supplements:1,jewelry:5,beauty products:1,footwear:1,hair care:1,girl's clothing:1,clothing:8,maternity clothing:1,personalized gifts:1"
87,Liberty Tree Mall,Essex County,massachusetts,25009,42.642711,-70.865107,743159,306754,1275732137,870004713,492.563,335.911,1.4,41.8,38.9,40.4,14.1,0.4,3.1,3.8,65.7,52,48,34.3,93.2,8.2,81.9,6.4,"men's clothing:1,consumer electronics:1,hair care:1,jewelry:2,restaurant:3,video games:1,women's clothing:1,children's apparel:1,nutritional supplements:1,department store:1,footwear:2,women's jewelry:1,sporting goods:1,girl's clothing:1,clothing:1,furniture:1"
88,Smith Haven Mall,Suffolk County,new york,36103,40.943554,-72.692218,1493350,569985,2362201496,3784184893,912.051,1461.082,1.5,41.1,38.4,39.8,13.5,0.4,3.4,7.4,74.2,50.8,49.2,25.8,87.7,5.6,80.8,6,"men's clothing:1,coffee:1,chocolates:1,men's gifts:1,shoes:2,headwear:1,makeup:1,women's clothing:7,children's apparel:2,skincare:1,beauty products:3,sporting goods:1,children's clothing:1,clothing:16,women's shoes:1,footwear:2,sports clothing:1,jewelry:7,restaurant:5,candles:1, accessories:1,children's footwear:1,eyewear:1,mattress:1,nutritional supplements:2,telecommunication:2,personalized gifts:1,women's handbags:1,girl's clothing:1,books and digital media:1, clothing:1,clothing & shoes:1,women's jewelry:2"
89,SummitWoods Crossing,Jackson County,missouri,29095,39.007233,-94.342507,674158,312105,1565549922,30521580,604.462,11.784,3.2,37.4,34.9,36.2,12.5,0.5,1.6,23.9,60.8,51.7,48.3,39.2,88,3.8,66.9,13.2,"men's clothing:1,consumer electronics:1,coffee:1,jewelry:1,restaurant:2,plus size clothing:1,women's clothing:1,home furnishings:1,nutritional supplements:1,beauty products:1,footwear:2,sporting goods:1,furniture:1,clothing:1,maternity clothing:1,telecommunication:1"
90,The Shops at the Mart,Cook County,illinois,17031,41.894294,-87.645455,5194675,2180359,2448383588,1785882224,945.326,689.533,3,36.6,34,35.3,11.9,0.4,6.2,24.8,61.6,51.6,48.4,38.4,90.2,10.6,55.4,9.6,"coffee:1,telecommunication:1,restaurant:4"
91,The Gallery At Market East,Philadelphia County,pennsylvania,42101,40.009376,-75.133346,1526006,670171,347321129,22289408,134.101,8.606,2.1,35.1,31.9,33.5,12.1,0.5,6.3,43.4,56.8,52.8,47.2,43.2,89.5,5.9,41,8.9,"coffee:1,shoes:1,headwear:1,plus size clothing:1,women's clothing:4,children's apparel:1,beauty products:1,children's clothing:1,clothing:3,women's shoes:1,restaurant:7,video games:1,eyewear:1,nutritional supplements:1,footwear:1"
92,Edgewater Mall,Harrison County,mississippi,28047,30.416536,-89.083376,187105,85181,1486637454,1041633627,573.994,402.177,3.7,36.7,34.1,35.3,11.7,0.5,2.8,22.1,67.1,50.3,49.7,32.9,83.9,2.1,69.7,19.8,"skincare:1,cookies:1,jewelry:2,restaurant:3,women's clothing:4,girl's clothing:1, beauty products:1,nutritional supplements:1,children's apparel:1,shoes:1,sports apparel:1,beauty products:1,footwear:2,hair care:1,diamonds:1,clothing:11, clothing:1,women's shoes:1,telecommunication:1"
93,Lebanon Valley Mall,Lebanon County,pennsylvania,42075,40.367344,-76.458009,133568,55592,937142582,1723769,361.833,0.666,1.6,42.3,39.8,41,17,0.2,1.1,2.2,69.1,51.2,48.8,30.9,94,3.9,91,7,"telecommunication:1,women's clothing:2,beauty products:1,hair care:1,clothing:2,jewelry:2,restaurant:1,video games:1,nutritional supplements:1,footwear:2,diamonds:1"
94,Park City Center,Lancaster County,pennsylvania,42071,40.041992,-76.250198,519445,202952,2444457103,103581050,943.81,39.993,1.4,39.5,36.8,38.2,15,0.2,1.9,3.7,69.9,51.1,48.9,30.1,95.4,3.6,88.6,5.3,"shoes:1,headwear:1,women's clothing:6,children's apparel:2,skincare:1,hair care:1,clothing:15,maternity clothing:1,women's shoes:1,jewelry:6,eyewear:1,women's jewelry:1,girl's clothing:1,personalized gifts:1,coffee:1,telecommunication:3,makeup:1,beauty products:2,children's clothing:1,consumer electronics:1,cellular accessories:1,restaurant:6,candles:1,nutritional supplements:2,footwear:1"
95,Tippecanoe Plaza,Tippecanoe County,indiana,18157,40.38926,-86.893943,172780,71096,1294491529,8902814,499.806,3.437,3.1,29.5,26.3,27.7,9.5,0.3,6.2,4,56.5,49,51,43.5,92.2,3.3,84,8.1,consumer electronics:1
96,Southgate USA,Geauga County,ohio,39055,41.499322,-81.173505,93389,36574,1036420180,21054534,400.164,8.129,2.1,44.1,42.2,43.3,15.5,0.1,0.6,1.3,74.9,50.8,49.2,25.1,93.7,0.3,96.9,8.2,"nutritional supplements:1,footwear:1,restaurant:1"
97,The Avenue at White Marsh,Baltimore city,maryland,24510,39.300213,-76.610516,620961,296685,209643241,28768302,80.944,11.108,4.2,35.7,33.1,34.4,11.7,0.4,2.3,63.7,53.6,52.9,47.1,46.4,84.2,1.8,29.6,10.7,"men's clothing:1,coffee:1,telecommunication:1,women's clothing:2,beauty products:1,clothing:1,ice cream:1,furniture:1,candles:1,footwear:1,girl's clothing:1,books and digital media:1"
98,Marketplace at Austin Bluffs,Denver County,colorado,8031,39.761849,-104.880625,600158,285797,396268588,4225359,153,1.631,3.6,33.9,33.5,33.7,10.4,1.4,3.4,10.2,47.5,50,50,52.5,92.1,11.9,68.9,7.2,"coffee:1,telecommunication:1"
99,Augusta Exchange,Richmond County,georgia,13245,33.361487,-82.074998,200549,86331,840000029,11046882,324.326,4.265,3.3,35.2,31.4,33.2,11.3,0.3,1.7,54.2,63.2,51.6,48.4,36.8,89.1,1.3,39.7,9.1,"men's clothing:1,coffee:1,telecommunication:1,home furnishings:1,beauty products:1,clothing:1,ice cream:1,furniture:1,department store:1,restaurant:1,eyewear:1,footwear:2"
100,Patrick Henry Mall,Newport News city,virginia,51700,37.075978,-76.521719,180719,76198,177967764,131476125,68.714,50.763,2.5,34.1,30.7,32.3,10.6,0.5,2.7,40.7,63.5,51.7,48.3,36.5,92.7,2.7,49,7.9,"cookies:1,shoes:2,headwear:1,women's clothing:4,children's apparel:2,hair care:1,clothing:15,maternity clothing:1,jewelry:2,eyewear:3,personalized gifts:1,diamonds:1, clothing:1,women's jewelry:1,telecommunication:3,sporting goods:1,beauty products:1,children's clothing:1,consumer electronics:1,sports clothing:1,restaurant:5,candles:1,video games:1,nutritional supplements:1,footwear:2"
101,North Star,Bexar County,texas,48029,29.448671,-98.520147,1714773,662872,3211119983,42127509,1239.82,16.266,1.9,34.2,31.5,32.8,10.3,0.8,2.4,7.5,68.4,51,49,31.6,91.9,12.7,72.9,9.6,"men's clothing:1,cookies:1,chocolates:1,men's gifts:1,shoes:3,children's footwear:1,photography:1,makeup:1,women's clothing:5,coffee:1,children's apparel:3,sports apparel:1,beauty products:2,hair care:1,children's clothing:1,clothing:19,jewelry:4,fasion wholesale:1,consumer electronics:1,sports clothing:1,stuffed animals:1,restaurant:4,girl's clothing:1, accessories:1,headwear:1, beauty products:1,eyewear:1,perfume:1,nutritional supplements:1,telecommunication:1,skincare:1,clothing & shoes:1,women's handbags:1,diamonds:1,furniture:1,women's shoes:2, clothing:2,disney:1,footwear:1"
